,model,regYear,regMonth,carCommentVolum,newsReplyVolum
609,7023efdab9cedc03,2016,10,87,13
610,7023efdab9cedc03,2016,11,80,18
611,7023efdab9cedc03,2016,12,170,2681
612,7023efdab9cedc03,2017,1,160,1413
613,7023efdab9cedc03,2017,2,233,1522
614,7023efdab9cedc03,2017,3,257,173
615,7023efdab9cedc03,2017,4,157,7515
616,7023efdab9cedc03,2017,5,173,5946
617,7023efdab9cedc03,2017,6,225,10360
618,7023efdab9cedc03,2017,7,221,11764
619,7023efdab9cedc03,2017,8,480,3125
620,7023efdab9cedc03,2017,9,542,4276
621,7023efdab9cedc03,2017,10,553,3051
622,7023efdab9cedc03,2017,11,451,1710
623,7023efdab9cedc03,2017,12,332,3924
624,7245e0ee27b195cd,2016,1,96,1699
625,7245e0ee27b195cd,2016,2,58,155
626,7245e0ee27b195cd,2016,3,495,1972
627,7245e0ee27b195cd,2016,4,390,116
628,7245e0ee27b195cd,2016,5,440,42
629,7245e0ee27b195cd,2016,6,367,24
630,7245e0ee27b195cd,2016,7,265,17
631,7245e0ee27b195cd,2016,8,401,19
632,7245e0ee27b195cd,2016,9,315,765
633,7245e0ee27b195cd,2016,10,274,1697
634,7245e0ee27b195cd,2016,11,357,3025
635,7245e0ee27b195cd,2016,12,418,58
636,7245e0ee27b195cd,2017,1,261,39
637,7245e0ee27b195cd,2017,2,253,28
638,7245e0ee27b195cd,2017,3,376,37
639,7245e0ee27b195cd,2017,4,279,11
640,7245e0ee27b195cd,2017,5,283,681
641,7245e0ee27b195cd,2017,6,174,1559
642,7245e0ee27b195cd,2017,7,224,1717
643,7245e0ee27b195cd,2017,8,278,251
644,7245e0ee27b195cd,2017,9,385,3547
645,7245e0ee27b195cd,2017,10,386,3992
646,7245e0ee27b195cd,2017,11,595,2078
647,7245e0ee27b195cd,2017,12,528,173
648,79de4e4b24c35b04,2016,1,95,3476
649,79de4e4b24c35b04,2016,2,84,2045
650,79de4e4b24c35b04,2016,3,120,3704
651,79de4e4b24c35b04,2016,4,119,2272
652,79de4e4b24c35b04,2016,5,146,2709
653,79de4e4b24c35b04,2016,6,119,2707
654,79de4e4b24c35b04,2016,7,202,6137
655,79de4e4b24c35b04,2016,8,419,6939
656,79de4e4b24c35b04,2016,9,167,1994
657,79de4e4b24c35b04,2016,10,167,1262
658,79de4e4b24c35b04,2016,11,186,986
659,79de4e4b24c35b04,2016,12,235,1863
660,79de4e4b24c35b04,2017,1,176,5664
661,79de4e4b24c35b04,2017,2,366,3309
662,79de4e4b24c35b04,2017,3,587,1947
663,79de4e4b24c35b04,2017,4,255,3021
664,79de4e4b24c35b04,2017,5,319,1510
665,79de4e4b24c35b04,2017,6,258,2768
666,79de4e4b24c35b04,2017,7,148,4037
667,79de4e4b24c35b04,2017,8,253,1513
668,79de4e4b24c35b04,2017,9,224,960
669,79de4e4b24c35b04,2017,10,166,2150
670,79de4e4b24c35b04,2017,11,106,4080
671,79de4e4b24c35b04,2017,12,146,2297
672,7a7885e2d7c00bcf,2016,1,322,689
673,7a7885e2d7c00bcf,2016,2,275,335
674,7a7885e2d7c00bcf,2016,3,370,3425
675,7a7885e2d7c00bcf,2016,4,385,766
676,7a7885e2d7c00bcf,2016,5,412,1588
677,7a7885e2d7c00bcf,2016,6,446,692
678,7a7885e2d7c00bcf,2016,7,515,1326
679,7a7885e2d7c00bcf,2016,8,963,2836
680,7a7885e2d7c00bcf,2016,9,399,373
681,7a7885e2d7c00bcf,2016,10,286,119
682,7a7885e2d7c00bcf,2016,11,389,1877
683,7a7885e2d7c00bcf,2016,12,767,1644
684,7a7885e2d7c00bcf,2017,1,276,621
685,7a7885e2d7c00bcf,2017,2,552,894
686,7a7885e2d7c00bcf,2017,3,982,1518
687,7a7885e2d7c00bcf,2017,4,317,843
688,7a7885e2d7c00bcf,2017,5,704,2957
689,7a7885e2d7c00bcf,2017,6,333,1679
690,7a7885e2d7c00bcf,2017,7,411,2063
691,7a7885e2d7c00bcf,2017,8,1038,2372
692,7a7885e2d7c00bcf,2017,9,1205,2564
693,7a7885e2d7c00bcf,2017,10,670,3841
694,7a7885e2d7c00bcf,2017,11,530,3789
695,7a7885e2d7c00bcf,2017,12,560,65
696,7aab7fca2470987e,2016,1,6,2791
697,7aab7fca2470987e,2016,2,4,1884
698,7aab7fca2470987e,2016,3,5,343
699,7aab7fca2470987e,2016,4,9,172
700,7aab7fca2470987e,2016,5,13,149
701,7aab7fca2470987e,2016,6,12,45
702,7aab7fca2470987e,2016,7,17,1142
703,7aab7fca2470987e,2016,8,15,50
704,7aab7fca2470987e,2016,9,19,30
705,7aab7fca2470987e,2016,10,24,1959
706,7aab7fca2470987e,2016,11,10,1935
707,7aab7fca2470987e,2016,12,46,397
708,7aab7fca2470987e,2017,1,24,51
709,7aab7fca2470987e,2017,2,22,610
710,7aab7fca2470987e,2017,3,64,579
711,7aab7fca2470987e,2017,4,29,72
712,7aab7fca2470987e,2017,5,40,2246
713,7aab7fca2470987e,2017,6,31,208
714,7aab7fca2470987e,2017,7,53,64
715,7aab7fca2470987e,2017,8,63,77
716,7aab7fca2470987e,2017,9,59,1584
717,7aab7fca2470987e,2017,10,53,44
718,7aab7fca2470987e,2017,11,46,202
719,7aab7fca2470987e,2017,12,40,46
720,7cf283430b3b5e38,2016,1,270,3705
721,7cf283430b3b5e38,2016,2,249,2995
722,7cf283430b3b5e38,2016,3,410,3602
723,7cf283430b3b5e38,2016,4,819,1991
724,7cf283430b3b5e38,2016,5,960,3109
725,7cf283430b3b5e38,2016,6,680,2294
726,7cf283430b3b5e38,2016,7,1240,2638
727,7cf283430b3b5e38,2016,8,1199,2128
728,7cf283430b3b5e38,2016,9,614,2021
729,7cf283430b3b5e38,2016,10,698,1317
730,7cf283430b3b5e38,2016,11,715,1892
731,7cf283430b3b5e38,2016,12,408,2320
732,7cf283430b3b5e38,2017,1,389,1197
733,7cf283430b3b5e38,2017,2,590,3974
734,7cf283430b3b5e38,2017,3,1050,1939
735,7cf283430b3b5e38,2017,4,795,1497
736,7cf283430b3b5e38,2017,5,1056,2867
737,7cf283430b3b5e38,2017,6,1181,2898
738,7cf283430b3b5e38,2017,7,1173,5184
739,7cf283430b3b5e38,2017,8,2144,5791
740,7cf283430b3b5e38,2017,9,1643,2807
741,7cf283430b3b5e38,2017,10,1127,4467
742,7cf283430b3b5e38,2017,11,1161,3581
743,7cf283430b3b5e38,2017,12,946,2259
744,8c915fe4632fb9fa,2016,1,3,4429
745,8c915fe4632fb9fa,2016,2,7,898
746,8c915fe4632fb9fa,2016,3,10,304
747,8c915fe4632fb9fa,2016,4,21,1541
748,8c915fe4632fb9fa,2016,5,20,1071
749,8c915fe4632fb9fa,2016,6,29,85
750,8c915fe4632fb9fa,2016,7,60,2402
751,8c915fe4632fb9fa,2016,8,81,7448
752,8c915fe4632fb9fa,2016,9,193,7141
753,8c915fe4632fb9fa,2016,10,141,3479
754,8c915fe4632fb9fa,2016,11,143,2179
755,8c915fe4632fb9fa,2016,12,154,2116
756,8c915fe4632fb9fa,2017,1,113,2752
757,8c915fe4632fb9fa,2017,2,142,2770
758,8c915fe4632fb9fa,2017,3,151,1844
759,8c915fe4632fb9fa,2017,4,138,1719
760,8c915fe4632fb9fa,2017,5,146,1489
761,8c915fe4632fb9fa,2017,6,151,2041
762,8c915fe4632fb9fa,2017,7,266,1609
763,8c915fe4632fb9fa,2017,8,263,116
764,8c915fe4632fb9fa,2017,9,249,37
765,8c915fe4632fb9fa,2017,10,169,1257
766,8c915fe4632fb9fa,2017,11,126,125
767,8c915fe4632fb9fa,2017,12,98,1274
768,936168bd4850913d,2016,1,7,67
769,936168bd4850913d,2016,2,7,2272
770,936168bd4850913d,2016,3,19,1836
771,936168bd4850913d,2016,4,20,1665
772,936168bd4850913d,2016,5,44,4305
773,936168bd4850913d,2016,6,50,2324
774,936168bd4850913d,2016,7,37,3436
775,936168bd4850913d,2016,8,52,1613
776,936168bd4850913d,2016,9,61,1948
777,936168bd4850913d,2016,10,75,5568
778,936168bd4850913d,2016,11,96,1316
779,936168bd4850913d,2016,12,89,1970
780,936168bd4850913d,2017,1,73,811
781,936168bd4850913d,2017,2,103,1296
782,936168bd4850913d,2017,3,131,4089
783,936168bd4850913d,2017,4,120,7945
784,936168bd4850913d,2017,5,135,5357
785,936168bd4850913d,2017,6,131,4565
786,936168bd4850913d,2017,7,586,13548
787,936168bd4850913d,2017,8,1355,5520
788,936168bd4850913d,2017,9,1838,4167
789,936168bd4850913d,2017,10,1643,7162
790,936168bd4850913d,2017,11,895,3050
791,936168bd4850913d,2017,12,725,1363
792,97f15de12cfabbd5,2016,1,16,4095
793,97f15de12cfabbd5,2016,2,8,5169
794,97f15de12cfabbd5,2016,3,39,9449
795,97f15de12cfabbd5,2016,4,115,3007
796,97f15de12cfabbd5,2016,5,241,298
797,97f15de12cfabbd5,2016,6,180,171
798,97f15de12cfabbd5,2016,7,244,3917
799,97f15de12cfabbd5,2016,8,267,2930
800,97f15de12cfabbd5,2016,9,307,5200
801,97f15de12cfabbd5,2016,10,252,2179
802,97f15de12cfabbd5,2016,11,249,721
803,97f15de12cfabbd5,2016,12,286,3864
804,97f15de12cfabbd5,2017,1,238,711
805,97f15de12cfabbd5,2017,2,393,3405
806,97f15de12cfabbd5,2017,3,339,1493
807,97f15de12cfabbd5,2017,4,335,1324
808,97f15de12cfabbd5,2017,5,349,2357
809,97f15de12cfabbd5,2017,6,277,1134
810,97f15de12cfabbd5,2017,7,621,1601
811,97f15de12cfabbd5,2017,8,640,2697
812,97f15de12cfabbd5,2017,9,644,480
813,97f15de12cfabbd5,2017,10,575,1454
814,97f15de12cfabbd5,2017,11,302,483
815,97f15de12cfabbd5,2017,12,304,2425
816,9c1c7ee8ebdda299,2016,1,51,2613
817,9c1c7ee8ebdda299,2016,2,39,846
818,9c1c7ee8ebdda299,2016,3,58,718
819,9c1c7ee8ebdda299,2016,4,51,539
820,9c1c7ee8ebdda299,2016,5,54,588
821,9c1c7ee8ebdda299,2016,6,51,71
822,9c1c7ee8ebdda299,2016,7,53,58
823,9c1c7ee8ebdda299,2016,8,162,56
824,9c1c7ee8ebdda299,2016,9,47,51
825,9c1c7ee8ebdda299,2016,10,45,47
826,9c1c7ee8ebdda299,2016,11,33,36
827,9c1c7ee8ebdda299,2016,12,103,9
828,9c1c7ee8ebdda299,2017,1,41,29
829,9c1c7ee8ebdda299,2017,2,29,4140
830,9c1c7ee8ebdda299,2017,3,57,3510
831,9c1c7ee8ebdda299,2017,4,46,315
832,9c1c7ee8ebdda299,2017,5,21,25
833,9c1c7ee8ebdda299,2017,6,11,2056
834,9c1c7ee8ebdda299,2017,7,18,2071
835,9c1c7ee8ebdda299,2017,8,23,5435
836,9c1c7ee8ebdda299,2017,9,30,3508
837,9c1c7ee8ebdda299,2017,10,166,1896
838,9c1c7ee8ebdda299,2017,11,115,90
839,9c1c7ee8ebdda299,2017,12,87,14
840,a207df29ec9583f0,2016,1,134,2148
841,a207df29ec9583f0,2016,2,158,2013
842,a207df29ec9583f0,2016,3,227,330
843,a207df29ec9583f0,2016,4,199,656
844,a207df29ec9583f0,2016,5,175,2384
845,a207df29ec9583f0,2016,6,256,159
846,a207df29ec9583f0,2016,7,141,481
847,a207df29ec9583f0,2016,8,105,3805
848,a207df29ec9583f0,2016,9,93,1471
849,a207df29ec9583f0,2016,10,81,2749
850,a207df29ec9583f0,2016,11,87,1239
851,a207df29ec9583f0,2016,12,221,920
852,a207df29ec9583f0,2017,1,162,184
853,a207df29ec9583f0,2017,2,267,895
854,a207df29ec9583f0,2017,3,210,787
855,a207df29ec9583f0,2017,4,100,147
856,a207df29ec9583f0,2017,5,117,139
857,a207df29ec9583f0,2017,6,97,1197
858,a207df29ec9583f0,2017,7,106,648
859,a207df29ec9583f0,2017,8,216,598
860,a207df29ec9583f0,2017,9,258,108
861,a207df29ec9583f0,2017,10,256,717
862,a207df29ec9583f0,2017,11,120,4145
863,a207df29ec9583f0,2017,12,177,877
864,a28bb927b6fcb33c,2016,1,219,117
865,a28bb927b6fcb33c,2016,2,223,2640
866,a28bb927b6fcb33c,2016,3,254,227
867,a28bb927b6fcb33c,2016,4,256,331
868,a28bb927b6fcb33c,2016,5,246,110
869,a28bb927b6fcb33c,2016,6,295,396
870,a28bb927b6fcb33c,2016,7,349,2144
871,a28bb927b6fcb33c,2016,8,197,344
872,a28bb927b6fcb33c,2016,9,244,57
873,a28bb927b6fcb33c,2016,10,171,1105
874,a28bb927b6fcb33c,2016,11,251,1640
875,a28bb927b6fcb33c,2016,12,274,298
876,a28bb927b6fcb33c,2017,1,121,831
877,a28bb927b6fcb33c,2017,2,256,5702
878,a28bb927b6fcb33c,2017,3,362,4887
879,a28bb927b6fcb33c,2017,4,299,4267
880,a28bb927b6fcb33c,2017,5,392,1673
881,a28bb927b6fcb33c,2017,6,443,150
882,a28bb927b6fcb33c,2017,7,601,36
883,a28bb927b6fcb33c,2017,8,807,2240
884,a28bb927b6fcb33c,2017,9,989,116
885,a28bb927b6fcb33c,2017,10,663,83
886,a28bb927b6fcb33c,2017,11,479,2280
887,a28bb927b6fcb33c,2017,12,441,265
888,a432c483b5beb856,2016,1,184,104
889,a432c483b5beb856,2016,2,103,1380
890,a432c483b5beb856,2016,3,195,146
891,a432c483b5beb856,2016,4,141,681
892,a432c483b5beb856,2016,5,138,41
893,a432c483b5beb856,2016,6,114,199
894,a432c483b5beb856,2016,7,134,31
895,a432c483b5beb856,2016,8,137,24
896,a432c483b5beb856,2016,9,138,575
897,a432c483b5beb856,2016,10,139,1478
898,a432c483b5beb856,2016,11,113,353
899,a432c483b5beb856,2016,12,156,219
900,a432c483b5beb856,2017,1,111,53
901,a432c483b5beb856,2017,2,104,4142
902,a432c483b5beb856,2017,3,81,3860
903,a432c483b5beb856,2017,4,105,322
904,a432c483b5beb856,2017,5,112,41
905,a432c483b5beb856,2017,6,117,643
906,a432c483b5beb856,2017,7,76,234
907,a432c483b5beb856,2017,8,187,256
908,a432c483b5beb856,2017,9,136,141
909,a432c483b5beb856,2017,10,138,36
910,a432c483b5beb856,2017,11,68,786
911,a432c483b5beb856,2017,12,127,205
912,a9a43d1a7ecbe75d,2016,1,108,1923
913,a9a43d1a7ecbe75d,2016,2,126,1169
914,a9a43d1a7ecbe75d,2016,3,117,455
915,a9a43d1a7ecbe75d,2016,4,111,145
916,a9a43d1a7ecbe75d,2016,5,163,99
917,a9a43d1a7ecbe75d,2016,6,224,523
918,a9a43d1a7ecbe75d,2016,7,329,1849
919,a9a43d1a7ecbe75d,2016,8,153,345
920,a9a43d1a7ecbe75d,2016,9,124,306
921,a9a43d1a7ecbe75d,2016,10,114,954
922,a9a43d1a7ecbe75d,2016,11,80,201
923,a9a43d1a7ecbe75d,2016,12,82,954
924,a9a43d1a7ecbe75d,2017,1,245,4059
925,a9a43d1a7ecbe75d,2017,2,246,1057
926,a9a43d1a7ecbe75d,2017,3,325,519
927,a9a43d1a7ecbe75d,2017,4,161,1414
928,a9a43d1a7ecbe75d,2017,5,113,2551
929,a9a43d1a7ecbe75d,2017,6,228,1414
930,a9a43d1a7ecbe75d,2017,7,139,1158
931,a9a43d1a7ecbe75d,2017,8,252,2826
932,a9a43d1a7ecbe75d,2017,9,349,8771
933,a9a43d1a7ecbe75d,2017,10,922,2619
934,a9a43d1a7ecbe75d,2017,11,439,2695
935,a9a43d1a7ecbe75d,2017,12,339,377
936,af6f4f548684e14d,2016,1,152,3963
937,af6f4f548684e14d,2016,2,147,1120
938,af6f4f548684e14d,2016,3,225,2553
939,af6f4f548684e14d,2016,4,219,3424
940,af6f4f548684e14d,2016,5,169,2964
941,af6f4f548684e14d,2016,6,321,1411
942,af6f4f548684e14d,2016,7,128,5542
943,af6f4f548684e14d,2016,8,342,3122
944,af6f4f548684e14d,2016,9,395,4146
945,af6f4f548684e14d,2016,10,453,2752
946,af6f4f548684e14d,2016,11,289,5804
947,af6f4f548684e14d,2016,12,233,4842
948,af6f4f548684e14d,2017,1,230,5142
949,af6f4f548684e14d,2017,2,245,6204
950,af6f4f548684e14d,2017,3,486,3603
951,af6f4f548684e14d,2017,4,419,1533
952,af6f4f548684e14d,2017,5,371,1906
953,af6f4f548684e14d,2017,6,207,8820
954,af6f4f548684e14d,2017,7,328,12935
955,af6f4f548684e14d,2017,8,435,2334
956,af6f4f548684e14d,2017,9,491,4308
957,af6f4f548684e14d,2017,10,432,4623
958,af6f4f548684e14d,2017,11,461,10056
959,af6f4f548684e14d,2017,12,453,2087
960,b25c4e2e3856af22,2016,1,70,1177
961,b25c4e2e3856af22,2016,2,83,1591
962,b25c4e2e3856af22,2016,3,137,3885
963,b25c4e2e3856af22,2016,4,130,1984
964,b25c4e2e3856af22,2016,5,170,2388
965,b25c4e2e3856af22,2016,6,112,1826
966,b25c4e2e3856af22,2016,7,115,6593
967,b25c4e2e3856af22,2016,8,145,6371
968,b25c4e2e3856af22,2016,9,153,4558
969,b25c4e2e3856af22,2016,10,135,4170
970,b25c4e2e3856af22,2016,11,308,5219
971,b25c4e2e3856af22,2016,12,214,14416
972,b25c4e2e3856af22,2017,1,325,12246
973,b25c4e2e3856af22,2017,2,868,7564
974,b25c4e2e3856af22,2017,3,1085,9965
975,b25c4e2e3856af22,2017,4,1374,3909
976,b25c4e2e3856af22,2017,5,1122,1641
977,b25c4e2e3856af22,2017,6,893,9991
978,b25c4e2e3856af22,2017,7,773,10849
979,b25c4e2e3856af22,2017,8,1159,6051
980,b25c4e2e3856af22,2017,9,839,736
981,b25c4e2e3856af22,2017,10,909,4008
982,b25c4e2e3856af22,2017,11,761,3168
983,b25c4e2e3856af22,2017,12,459,3624
984,b4be3a4917289c82,2016,1,10,10
985,b4be3a4917289c82,2016,2,6,15
986,b4be3a4917289c82,2016,3,11,15
987,b4be3a4917289c82,2016,4,18,1007
988,b4be3a4917289c82,2016,5,29,96
989,b4be3a4917289c82,2016,6,43,28
990,b4be3a4917289c82,2016,7,27,393
991,b4be3a4917289c82,2016,8,42,1204
992,b4be3a4917289c82,2016,9,72,861
993,b4be3a4917289c82,2016,10,40,2167
994,b4be3a4917289c82,2016,11,66,4104
995,b4be3a4917289c82,2016,12,76,125
996,b4be3a4917289c82,2017,1,55,1639
997,b4be3a4917289c82,2017,2,115,1562
998,b4be3a4917289c82,2017,3,132,1808
999,b4be3a4917289c82,2017,4,157,4281
1000,b4be3a4917289c82,2017,5,251,1681
1001,b4be3a4917289c82,2017,6,226,700
1002,b4be3a4917289c82,2017,7,255,192
1003,b4be3a4917289c82,2017,8,428,101
1004,b4be3a4917289c82,2017,9,363,4095
1005,b4be3a4917289c82,2017,10,354,921
1006,b4be3a4917289c82,2017,11,221,103
1007,b4be3a4917289c82,2017,12,201,34
1008,bb9fbec9a2833839,2016,1,4,920
1009,bb9fbec9a2833839,2016,2,6,111
1010,bb9fbec9a2833839,2016,3,14,138
1011,bb9fbec9a2833839,2016,4,7,5288
1012,bb9fbec9a2833839,2016,5,12,424
1013,bb9fbec9a2833839,2016,6,28,1904
1014,bb9fbec9a2833839,2016,7,21,445
1015,bb9fbec9a2833839,2016,8,21,2392
1016,bb9fbec9a2833839,2016,9,15,876
1017,bb9fbec9a2833839,2016,10,22,1780
1018,bb9fbec9a2833839,2016,11,18,3391
1019,bb9fbec9a2833839,2016,12,16,111
1020,bb9fbec9a2833839,2017,1,39,978
1021,bb9fbec9a2833839,2017,2,49,84
1022,bb9fbec9a2833839,2017,3,28,68
1023,bb9fbec9a2833839,2017,4,40,1552
1024,bb9fbec9a2833839,2017,5,35,60
1025,bb9fbec9a2833839,2017,6,37,35
1026,bb9fbec9a2833839,2017,7,63,98
1027,bb9fbec9a2833839,2017,8,95,172
1028,bb9fbec9a2833839,2017,9,99,28
1029,bb9fbec9a2833839,2017,10,102,22
1030,bb9fbec9a2833839,2017,11,54,559
1031,bb9fbec9a2833839,2017,12,46,612
1032,c06a2a387c0ee510,2016,1,2,1508
1033,c06a2a387c0ee510,2016,2,9,884
1034,c06a2a387c0ee510,2016,3,2,301
1035,c06a2a387c0ee510,2016,4,2,161
1036,c06a2a387c0ee510,2016,5,10,4181
1037,c06a2a387c0ee510,2016,6,9,1395
1038,c06a2a387c0ee510,2016,7,6,2828
1039,c06a2a387c0ee510,2016,8,11,3153
1040,c06a2a387c0ee510,2016,9,23,2301
1041,c06a2a387c0ee510,2016,10,16,9045
1042,c06a2a387c0ee510,2016,11,17,5952
1043,c06a2a387c0ee510,2016,12,16,4493
1044,c06a2a387c0ee510,2017,1,15,2898
1045,c06a2a387c0ee510,2017,2,21,4580
1046,c06a2a387c0ee510,2017,3,29,2581
1047,c06a2a387c0ee510,2017,4,35,1962
1048,c06a2a387c0ee510,2017,5,46,2434
1049,c06a2a387c0ee510,2017,6,46,2617
1050,c06a2a387c0ee510,2017,7,32,4378
1051,c06a2a387c0ee510,2017,8,45,1806
1052,c06a2a387c0ee510,2017,9,50,2025
1053,c06a2a387c0ee510,2017,10,50,3702
1054,c06a2a387c0ee510,2017,11,50,1077
1055,c06a2a387c0ee510,2017,12,36,1105
1056,c6833cb891626c17,2016,1,95,719
1057,c6833cb891626c17,2016,2,92,1704
1058,c6833cb891626c17,2016,3,133,1603
1059,c6833cb891626c17,2016,4,122,1708
1060,c6833cb891626c17,2016,5,135,131
1061,c6833cb891626c17,2016,6,142,1695
1062,c6833cb891626c17,2016,7,170,2504
1063,c6833cb891626c17,2016,8,300,57
1064,c6833cb891626c17,2016,9,169,1575
1065,c6833cb891626c17,2016,10,358,2104
1066,c6833cb891626c17,2016,11,225,57
1067,c6833cb891626c17,2016,12,206,1446
1068,c6833cb891626c17,2017,1,60,1600
1069,c6833cb891626c17,2017,2,90,997
1070,c6833cb891626c17,2017,3,97,2690
1071,c6833cb891626c17,2017,4,74,88
1072,c6833cb891626c17,2017,5,60,45
1073,c6833cb891626c17,2017,6,185,45
1074,c6833cb891626c17,2017,7,223,25
1075,c6833cb891626c17,2017,8,328,98
1076,c6833cb891626c17,2017,9,280,599
1077,c6833cb891626c17,2017,10,240,1895
1078,c6833cb891626c17,2017,11,177,754
1079,c6833cb891626c17,2017,12,118,156
1080,c6cd4e0e073f5ac2,2016,1,25,3681
1081,c6cd4e0e073f5ac2,2016,2,22,142
1082,c6cd4e0e073f5ac2,2016,3,44,1532
1083,c6cd4e0e073f5ac2,2016,4,35,433
1084,c6cd4e0e073f5ac2,2016,5,56,2306
1085,c6cd4e0e073f5ac2,2016,6,84,3149
1086,c6cd4e0e073f5ac2,2016,7,94,12828
1087,c6cd4e0e073f5ac2,2016,8,193,4948
1088,c6cd4e0e073f5ac2,2016,9,135,1628
1089,c6cd4e0e073f5ac2,2016,10,135,1789
1090,c6cd4e0e073f5ac2,2016,11,139,4309
1091,c6cd4e0e073f5ac2,2016,12,159,1497
1092,c6cd4e0e073f5ac2,2017,1,118,2278
1093,c6cd4e0e073f5ac2,2017,2,174,746
1094,c6cd4e0e073f5ac2,2017,3,180,711
1095,c6cd4e0e073f5ac2,2017,4,191,70
1096,c6cd4e0e073f5ac2,2017,5,183,706
1097,c6cd4e0e073f5ac2,2017,6,227,519
1098,c6cd4e0e073f5ac2,2017,7,248,53
1099,c6cd4e0e073f5ac2,2017,8,389,31
1100,c6cd4e0e073f5ac2,2017,9,491,2058
1101,c6cd4e0e073f5ac2,2017,10,410,899
1102,c6cd4e0e073f5ac2,2017,11,363,1946
1103,c6cd4e0e073f5ac2,2017,12,315,953
1104,cc21c7e91a3b5a0c,2016,1,92,329
1105,cc21c7e91a3b5a0c,2016,2,127,2756
1106,cc21c7e91a3b5a0c,2016,3,194,431
1107,cc21c7e91a3b5a0c,2016,4,177,137
1108,cc21c7e91a3b5a0c,2016,5,184,2513
1109,cc21c7e91a3b5a0c,2016,6,460,1385
1110,cc21c7e91a3b5a0c,2016,7,429,3102
1111,cc21c7e91a3b5a0c,2016,8,197,1483
1112,cc21c7e91a3b5a0c,2016,9,498,1272
1113,cc21c7e91a3b5a0c,2016,10,164,3157
1114,cc21c7e91a3b5a0c,2016,11,143,1251
1115,cc21c7e91a3b5a0c,2016,12,294,528
1116,cc21c7e91a3b5a0c,2017,1,114,677
1117,cc21c7e91a3b5a0c,2017,2,268,5981
1118,cc21c7e91a3b5a0c,2017,3,503,4726
1119,cc21c7e91a3b5a0c,2017,4,175,1086
1120,cc21c7e91a3b5a0c,2017,5,224,3152
1121,cc21c7e91a3b5a0c,2017,6,203,1655
1122,cc21c7e91a3b5a0c,2017,7,315,1856
1123,cc21c7e91a3b5a0c,2017,8,788,1741
1124,cc21c7e91a3b5a0c,2017,9,497,794
1125,cc21c7e91a3b5a0c,2017,10,344,90
1126,cc21c7e91a3b5a0c,2017,11,155,62
1127,cc21c7e91a3b5a0c,2017,12,157,960
1128,cd5841d44fd7625e,2016,1,11,852
1129,cd5841d44fd7625e,2016,2,10,2211
1130,cd5841d44fd7625e,2016,3,11,3404
1131,cd5841d44fd7625e,2016,4,26,9923
1132,cd5841d44fd7625e,2016,5,38,2524
1133,cd5841d44fd7625e,2016,6,49,9540
1134,cd5841d44fd7625e,2016,7,69,12223
1135,cd5841d44fd7625e,2016,8,306,7255
1136,cd5841d44fd7625e,2016,9,352,428
1137,cd5841d44fd7625e,2016,10,307,3873
1138,cd5841d44fd7625e,2016,11,293,957
1139,cd5841d44fd7625e,2016,12,335,1023
1140,cd5841d44fd7625e,2017,1,368,2480
1141,cd5841d44fd7625e,2017,2,459,2694
1142,cd5841d44fd7625e,2017,3,518,958
1143,cd5841d44fd7625e,2017,4,446,2138
1144,cd5841d44fd7625e,2017,5,422,5125
1145,cd5841d44fd7625e,2017,6,442,2162
1146,cd5841d44fd7625e,2017,7,434,2920
1147,cd5841d44fd7625e,2017,8,660,2885
1148,cd5841d44fd7625e,2017,9,599,4251
1149,cd5841d44fd7625e,2017,10,632,1528
1150,cd5841d44fd7625e,2017,11,513,878
1151,cd5841d44fd7625e,2017,12,349,2317
1152,d0f245b8781e3631,2016,1,110,1005
1153,d0f245b8781e3631,2016,2,85,658
1154,d0f245b8781e3631,2016,3,143,1653
1155,d0f245b8781e3631,2016,4,140,534
1156,d0f245b8781e3631,2016,5,124,107
1157,d0f245b8781e3631,2016,6,112,172
1158,d0f245b8781e3631,2016,7,263,4764
1159,d0f245b8781e3631,2016,8,339,3060
1160,d0f245b8781e3631,2016,9,313,982
1161,d0f245b8781e3631,2016,10,212,3136
1162,d0f245b8781e3631,2016,11,311,1383
1163,d0f245b8781e3631,2016,12,230,2939
1164,d0f245b8781e3631,2017,1,131,304
1165,d0f245b8781e3631,2017,2,150,175
1166,d0f245b8781e3631,2017,3,158,1445
1167,d0f245b8781e3631,2017,4,144,3550
1168,d0f245b8781e3631,2017,5,135,2625
1169,d0f245b8781e3631,2017,6,235,485
1170,d0f245b8781e3631,2017,7,169,623
1171,d0f245b8781e3631,2017,8,295,6613
1172,d0f245b8781e3631,2017,9,226,1315
1173,d0f245b8781e3631,2017,10,233,3356
1174,d0f245b8781e3631,2017,11,175,8610
1175,d0f245b8781e3631,2017,12,179,1309
1176,d4efbebb087fd03f,2016,1,17,2313
1177,d4efbebb087fd03f,2016,2,14,1662
1178,d4efbebb087fd03f,2016,3,17,1380
1179,d4efbebb087fd03f,2016,4,24,2725
1180,d4efbebb087fd03f,2016,5,52,3392
1181,d4efbebb087fd03f,2016,6,61,1344
1182,d4efbebb087fd03f,2016,7,59,1190
1183,d4efbebb087fd03f,2016,8,77,86
1184,d4efbebb087fd03f,2016,9,103,3466
1185,d4efbebb087fd03f,2016,10,168,6349
1186,d4efbebb087fd03f,2016,11,513,2602
1187,d4efbebb087fd03f,2016,12,471,3405
1188,d4efbebb087fd03f,2017,1,220,2523
