,province,adcode,model,regYear,regMonth,popularity
24097,云南,530000,ea489c253676aafc,2016,5,691
24096,云南,530000,ea489c253676aafc,2016,6,682
24098,云南,530000,ea489c253676aafc,2016,7,678
24101,云南,530000,ea489c253676aafc,2016,8,749
24099,云南,530000,ea489c253676aafc,2016,9,910
24102,云南,530000,ea489c253676aafc,2016,10,916
24104,云南,530000,ea489c253676aafc,2016,11,797
24103,云南,530000,ea489c253676aafc,2016,12,770
24105,云南,530000,ea489c253676aafc,2017,1,675
24106,云南,530000,ea489c253676aafc,2017,2,836
24108,云南,530000,ea489c253676aafc,2017,3,774
24107,云南,530000,ea489c253676aafc,2017,4,725
24109,云南,530000,ea489c253676aafc,2017,5,698
24110,云南,530000,ea489c253676aafc,2017,6,782
24115,云南,530000,ea489c253676aafc,2017,7,1237
24111,云南,530000,ea489c253676aafc,2017,8,1825
24112,云南,530000,ea489c253676aafc,2017,9,1137
24113,云南,530000,ea489c253676aafc,2017,10,696
24116,云南,530000,ea489c253676aafc,2017,11,596
24114,云南,530000,ea489c253676aafc,2017,12,732
5736,云南,530000,ef76a85c4b39f693,2016,1,3423
5737,云南,530000,ef76a85c4b39f693,2016,2,3497
5738,云南,530000,ef76a85c4b39f693,2016,3,3520
5739,云南,530000,ef76a85c4b39f693,2016,4,3123
5740,云南,530000,ef76a85c4b39f693,2016,5,3205
5741,云南,530000,ef76a85c4b39f693,2016,6,2975
5742,云南,530000,ef76a85c4b39f693,2016,7,3238
5743,云南,530000,ef76a85c4b39f693,2016,8,3306
5744,云南,530000,ef76a85c4b39f693,2016,9,4159
5745,云南,530000,ef76a85c4b39f693,2016,10,4024
5746,云南,530000,ef76a85c4b39f693,2016,11,3639
5747,云南,530000,ef76a85c4b39f693,2016,12,3632
5748,云南,530000,ef76a85c4b39f693,2017,1,3275
5749,云南,530000,ef76a85c4b39f693,2017,2,4081
5750,云南,530000,ef76a85c4b39f693,2017,3,3399
5751,云南,530000,ef76a85c4b39f693,2017,4,2936
5752,云南,530000,ef76a85c4b39f693,2017,5,3190
5753,云南,530000,ef76a85c4b39f693,2017,6,3247
5754,云南,530000,ef76a85c4b39f693,2017,7,3733
5755,云南,530000,ef76a85c4b39f693,2017,8,3911
5756,云南,530000,ef76a85c4b39f693,2017,9,3332
5757,云南,530000,ef76a85c4b39f693,2017,10,2868
5758,云南,530000,ef76a85c4b39f693,2017,11,2660
5759,云南,530000,ef76a85c4b39f693,2017,12,2706
5544,云南,530000,f270f6a489c6a9d7,2016,1,1762
5545,云南,530000,f270f6a489c6a9d7,2016,2,1493
5546,云南,530000,f270f6a489c6a9d7,2016,3,1284
5547,云南,530000,f270f6a489c6a9d7,2016,4,1253
5548,云南,530000,f270f6a489c6a9d7,2016,5,1382
5549,云南,530000,f270f6a489c6a9d7,2016,6,1505
5550,云南,530000,f270f6a489c6a9d7,2016,7,1613
5551,云南,530000,f270f6a489c6a9d7,2016,8,1679
5552,云南,530000,f270f6a489c6a9d7,2016,9,2013
5553,云南,530000,f270f6a489c6a9d7,2016,10,2012
5554,云南,530000,f270f6a489c6a9d7,2016,11,2213
5555,云南,530000,f270f6a489c6a9d7,2016,12,2079
5556,云南,530000,f270f6a489c6a9d7,2017,1,1575
5557,云南,530000,f270f6a489c6a9d7,2017,2,1699
5558,云南,530000,f270f6a489c6a9d7,2017,3,1632
5559,云南,530000,f270f6a489c6a9d7,2017,4,1252
5560,云南,530000,f270f6a489c6a9d7,2017,5,1938
5561,云南,530000,f270f6a489c6a9d7,2017,6,1699
5562,云南,530000,f270f6a489c6a9d7,2017,7,1952
5563,云南,530000,f270f6a489c6a9d7,2017,8,1690
5564,云南,530000,f270f6a489c6a9d7,2017,9,946
5565,云南,530000,f270f6a489c6a9d7,2017,10,1063
5566,云南,530000,f270f6a489c6a9d7,2017,11,1628
5567,云南,530000,f270f6a489c6a9d7,2017,12,1832
24690,云南,530000,f5d69960089c3614,2016,1,960
24691,云南,530000,f5d69960089c3614,2016,2,1124
24692,云南,530000,f5d69960089c3614,2016,3,935
24693,云南,530000,f5d69960089c3614,2016,4,781
24694,云南,530000,f5d69960089c3614,2016,5,1006
24695,云南,530000,f5d69960089c3614,2016,6,978
24697,云南,530000,f5d69960089c3614,2016,7,1012
24696,云南,530000,f5d69960089c3614,2016,8,998
24698,云南,530000,f5d69960089c3614,2016,9,1064
24699,云南,530000,f5d69960089c3614,2016,10,1152
24700,云南,530000,f5d69960089c3614,2016,11,1449
24704,云南,530000,f5d69960089c3614,2016,12,1351
24701,云南,530000,f5d69960089c3614,2017,1,1289
24702,云南,530000,f5d69960089c3614,2017,2,1496
24703,云南,530000,f5d69960089c3614,2017,3,1479
24705,云南,530000,f5d69960089c3614,2017,4,1156
24706,云南,530000,f5d69960089c3614,2017,5,1271
24707,云南,530000,f5d69960089c3614,2017,6,1175
24709,云南,530000,f5d69960089c3614,2017,7,1319
24708,云南,530000,f5d69960089c3614,2017,8,1858
24711,云南,530000,f5d69960089c3614,2017,9,1566
24712,云南,530000,f5d69960089c3614,2017,10,1316
24715,云南,530000,f5d69960089c3614,2017,11,1251
24714,云南,530000,f5d69960089c3614,2017,12,1572
5616,云南,530000,f8a6975573af1b33,2016,1,2438
5617,云南,530000,f8a6975573af1b33,2016,2,2564
5618,云南,530000,f8a6975573af1b33,2016,3,1997
5619,云南,530000,f8a6975573af1b33,2016,4,1718
5620,云南,530000,f8a6975573af1b33,2016,5,1466
5621,云南,530000,f8a6975573af1b33,2016,6,1613
5622,云南,530000,f8a6975573af1b33,2016,7,1857
5623,云南,530000,f8a6975573af1b33,2016,8,1998
5624,云南,530000,f8a6975573af1b33,2016,9,2545
5625,云南,530000,f8a6975573af1b33,2016,10,2880
5626,云南,530000,f8a6975573af1b33,2016,11,2667
5627,云南,530000,f8a6975573af1b33,2016,12,2728
5628,云南,530000,f8a6975573af1b33,2017,1,2380
5629,云南,530000,f8a6975573af1b33,2017,2,2906
5630,云南,530000,f8a6975573af1b33,2017,3,2290
5631,云南,530000,f8a6975573af1b33,2017,4,1567
5632,云南,530000,f8a6975573af1b33,2017,5,1614
5633,云南,530000,f8a6975573af1b33,2017,6,1595
5634,云南,530000,f8a6975573af1b33,2017,7,1481
5635,云南,530000,f8a6975573af1b33,2017,8,1440
5636,云南,530000,f8a6975573af1b33,2017,9,1463
5637,云南,530000,f8a6975573af1b33,2017,10,1435
5638,云南,530000,f8a6975573af1b33,2017,11,1468
5639,云南,530000,f8a6975573af1b33,2017,12,1475
5400,云南,530000,fc32b1a017b34efe,2016,1,2474
5401,云南,530000,fc32b1a017b34efe,2016,2,2559
5402,云南,530000,fc32b1a017b34efe,2016,3,2038
5403,云南,530000,fc32b1a017b34efe,2016,4,1646
5404,云南,530000,fc32b1a017b34efe,2016,5,1644
5405,云南,530000,fc32b1a017b34efe,2016,6,1594
5406,云南,530000,fc32b1a017b34efe,2016,7,1763
5407,云南,530000,fc32b1a017b34efe,2016,8,1980
5408,云南,530000,fc32b1a017b34efe,2016,9,2461
5409,云南,530000,fc32b1a017b34efe,2016,10,2560
5410,云南,530000,fc32b1a017b34efe,2016,11,2219
5411,云南,530000,fc32b1a017b34efe,2016,12,1870
5412,云南,530000,fc32b1a017b34efe,2017,1,1625
5413,云南,530000,fc32b1a017b34efe,2017,2,1927
5414,云南,530000,fc32b1a017b34efe,2017,3,1394
5415,云南,530000,fc32b1a017b34efe,2017,4,927
5416,云南,530000,fc32b1a017b34efe,2017,5,1001
5417,云南,530000,fc32b1a017b34efe,2017,6,1010
5418,云南,530000,fc32b1a017b34efe,2017,7,1018
5419,云南,530000,fc32b1a017b34efe,2017,8,1317
5420,云南,530000,fc32b1a017b34efe,2017,9,1522
5421,云南,530000,fc32b1a017b34efe,2017,10,1174
5422,云南,530000,fc32b1a017b34efe,2017,11,1342
5423,云南,530000,fc32b1a017b34efe,2017,12,1158
5520,云南,530000,fde95ea242abd896,2016,1,1922
5521,云南,530000,fde95ea242abd896,2016,2,1603
5522,云南,530000,fde95ea242abd896,2016,3,1485
5523,云南,530000,fde95ea242abd896,2016,4,1325
5524,云南,530000,fde95ea242abd896,2016,5,1418
5525,云南,530000,fde95ea242abd896,2016,6,1592
5526,云南,530000,fde95ea242abd896,2016,7,1574
5527,云南,530000,fde95ea242abd896,2016,8,1600
5528,云南,530000,fde95ea242abd896,2016,9,2136
5529,云南,530000,fde95ea242abd896,2016,10,2091
5530,云南,530000,fde95ea242abd896,2016,11,1901
5531,云南,530000,fde95ea242abd896,2016,12,1989
5532,云南,530000,fde95ea242abd896,2017,1,1913
5533,云南,530000,fde95ea242abd896,2017,2,2149
5534,云南,530000,fde95ea242abd896,2017,3,1641
5535,云南,530000,fde95ea242abd896,2017,4,1166
5536,云南,530000,fde95ea242abd896,2017,5,1198
5537,云南,530000,fde95ea242abd896,2017,6,1059
5538,云南,530000,fde95ea242abd896,2017,7,1082
5539,云南,530000,fde95ea242abd896,2017,8,1161
5540,云南,530000,fde95ea242abd896,2017,9,1353
5541,云南,530000,fde95ea242abd896,2017,10,1377
5542,云南,530000,fde95ea242abd896,2017,11,1451
5543,云南,530000,fde95ea242abd896,2017,12,1004
24211,云南,530000,feabbf46658382b9,2016,1,6070
24213,云南,530000,feabbf46658382b9,2016,2,3597
24214,云南,530000,feabbf46658382b9,2016,3,4285
24215,云南,530000,feabbf46658382b9,2016,4,3727
24216,云南,530000,feabbf46658382b9,2016,5,3235
24217,云南,530000,feabbf46658382b9,2016,6,3013
24218,云南,530000,feabbf46658382b9,2016,7,3693
24219,云南,530000,feabbf46658382b9,2016,8,4970
24220,云南,530000,feabbf46658382b9,2016,9,7208
24221,云南,530000,feabbf46658382b9,2016,10,7891
24222,云南,530000,feabbf46658382b9,2016,11,6557
24223,云南,530000,feabbf46658382b9,2016,12,6426
24234,云南,530000,feabbf46658382b9,2017,1,5972
24224,云南,530000,feabbf46658382b9,2017,2,7153
24225,云南,530000,feabbf46658382b9,2017,3,5962
24226,云南,530000,feabbf46658382b9,2017,4,3340
24227,云南,530000,feabbf46658382b9,2017,5,3809
24228,云南,530000,feabbf46658382b9,2017,6,4278
24229,云南,530000,feabbf46658382b9,2017,7,4157
24230,云南,530000,feabbf46658382b9,2017,8,4613
24268,云南,530000,feabbf46658382b9,2017,9,4516
24231,云南,530000,feabbf46658382b9,2017,10,4885
24232,云南,530000,feabbf46658382b9,2017,11,4265
24233,云南,530000,feabbf46658382b9,2017,12,4312
31506,内蒙古,150000,02aab221aabc03b9,2016,1,99
31576,内蒙古,150000,02aab221aabc03b9,2016,2,113
31508,内蒙古,150000,02aab221aabc03b9,2016,3,95
31509,内蒙古,150000,02aab221aabc03b9,2016,4,104
31510,内蒙古,150000,02aab221aabc03b9,2016,5,100
31511,内蒙古,150000,02aab221aabc03b9,2016,6,123
31531,内蒙古,150000,02aab221aabc03b9,2016,7,123
31596,内蒙古,150000,02aab221aabc03b9,2016,8,123
31514,内蒙古,150000,02aab221aabc03b9,2016,9,157
31515,内蒙古,150000,02aab221aabc03b9,2016,10,155
31516,内蒙古,150000,02aab221aabc03b9,2016,11,175
31518,内蒙古,150000,02aab221aabc03b9,2016,12,428
31517,内蒙古,150000,02aab221aabc03b9,2017,1,241
31519,内蒙古,150000,02aab221aabc03b9,2017,2,140
31523,内蒙古,150000,02aab221aabc03b9,2017,3,157
31520,内蒙古,150000,02aab221aabc03b9,2017,4,117
31521,内蒙古,150000,02aab221aabc03b9,2017,5,119
31522,内蒙古,150000,02aab221aabc03b9,2017,6,112
31527,内蒙古,150000,02aab221aabc03b9,2017,7,132
31524,内蒙古,150000,02aab221aabc03b9,2017,8,135
31525,内蒙古,150000,02aab221aabc03b9,2017,9,116
31526,内蒙古,150000,02aab221aabc03b9,2017,10,72
31530,内蒙古,150000,02aab221aabc03b9,2017,11,161
31528,内蒙古,150000,02aab221aabc03b9,2017,12,91
15600,内蒙古,150000,04e66e578f653ab9,2016,1,495
15601,内蒙古,150000,04e66e578f653ab9,2016,2,676
15602,内蒙古,150000,04e66e578f653ab9,2016,3,509
15603,内蒙古,150000,04e66e578f653ab9,2016,4,368
15604,内蒙古,150000,04e66e578f653ab9,2016,5,306
15605,内蒙古,150000,04e66e578f653ab9,2016,6,277
15606,内蒙古,150000,04e66e578f653ab9,2016,7,293
15607,内蒙古,150000,04e66e578f653ab9,2016,8,416
15608,内蒙古,150000,04e66e578f653ab9,2016,9,585
15609,内蒙古,150000,04e66e578f653ab9,2016,10,555
15610,内蒙古,150000,04e66e578f653ab9,2016,11,509
15611,内蒙古,150000,04e66e578f653ab9,2016,12,406
15612,内蒙古,150000,04e66e578f653ab9,2017,1,344
15613,内蒙古,150000,04e66e578f653ab9,2017,2,370
15614,内蒙古,150000,04e66e578f653ab9,2017,3,436
15615,内蒙古,150000,04e66e578f653ab9,2017,4,317
15616,内蒙古,150000,04e66e578f653ab9,2017,5,330
15617,内蒙古,150000,04e66e578f653ab9,2017,6,298
15618,内蒙古,150000,04e66e578f653ab9,2017,7,288
15619,内蒙古,150000,04e66e578f653ab9,2017,8,275
15620,内蒙古,150000,04e66e578f653ab9,2017,9,285
15621,内蒙古,150000,04e66e578f653ab9,2017,10,341
15622,内蒙古,150000,04e66e578f653ab9,2017,11,272
15623,内蒙古,150000,04e66e578f653ab9,2017,12,290
15144,内蒙古,150000,06880909932890ca,2016,1,530
15145,内蒙古,150000,06880909932890ca,2016,2,448
15146,内蒙古,150000,06880909932890ca,2016,3,444
15147,内蒙古,150000,06880909932890ca,2016,4,402
15148,内蒙古,150000,06880909932890ca,2016,5,410
15149,内蒙古,150000,06880909932890ca,2016,6,377
15150,内蒙古,150000,06880909932890ca,2016,7,388
15151,内蒙古,150000,06880909932890ca,2016,8,391
15152,内蒙古,150000,06880909932890ca,2016,9,426
15153,内蒙古,150000,06880909932890ca,2016,10,453
15154,内蒙古,150000,06880909932890ca,2016,11,462
15155,内蒙古,150000,06880909932890ca,2016,12,446
15156,内蒙古,150000,06880909932890ca,2017,1,348
15157,内蒙古,150000,06880909932890ca,2017,2,419
15158,内蒙古,150000,06880909932890ca,2017,3,311
15159,内蒙古,150000,06880909932890ca,2017,4,253
15160,内蒙古,150000,06880909932890ca,2017,5,301
15161,内蒙古,150000,06880909932890ca,2017,6,311
15162,内蒙古,150000,06880909932890ca,2017,7,277
15163,内蒙古,150000,06880909932890ca,2017,8,326
15164,内蒙古,150000,06880909932890ca,2017,9,301
15165,内蒙古,150000,06880909932890ca,2017,10,312
15166,内蒙古,150000,06880909932890ca,2017,11,294
15167,内蒙古,150000,06880909932890ca,2017,12,254
14952,内蒙古,150000,0797526c057dcf5b,2016,1,251
14953,内蒙古,150000,0797526c057dcf5b,2016,2,216
14954,内蒙古,150000,0797526c057dcf5b,2016,3,240
14955,内蒙古,150000,0797526c057dcf5b,2016,4,196
14956,内蒙古,150000,0797526c057dcf5b,2016,5,189
14957,内蒙古,150000,0797526c057dcf5b,2016,6,148
14958,内蒙古,150000,0797526c057dcf5b,2016,7,158
14959,内蒙古,150000,0797526c057dcf5b,2016,8,159
14960,内蒙古,150000,0797526c057dcf5b,2016,9,221
14961,内蒙古,150000,0797526c057dcf5b,2016,10,260
14962,内蒙古,150000,0797526c057dcf5b,2016,11,317
14963,内蒙古,150000,0797526c057dcf5b,2016,12,372
14964,内蒙古,150000,0797526c057dcf5b,2017,1,309
14965,内蒙古,150000,0797526c057dcf5b,2017,2,341
14966,内蒙古,150000,0797526c057dcf5b,2017,3,257
14967,内蒙古,150000,0797526c057dcf5b,2017,4,215
14968,内蒙古,150000,0797526c057dcf5b,2017,5,226
14969,内蒙古,150000,0797526c057dcf5b,2017,6,248
14970,内蒙古,150000,0797526c057dcf5b,2017,7,229
14971,内蒙古,150000,0797526c057dcf5b,2017,8,267
14972,内蒙古,150000,0797526c057dcf5b,2017,9,311
14973,内蒙古,150000,0797526c057dcf5b,2017,10,302
14974,内蒙古,150000,0797526c057dcf5b,2017,11,312
14975,内蒙古,150000,0797526c057dcf5b,2017,12,364
31245,内蒙古,150000,12f8b7e14947c34d,2016,1,1278
31246,内蒙古,150000,12f8b7e14947c34d,2016,2,960
31249,内蒙古,150000,12f8b7e14947c34d,2016,3,1023
31247,内蒙古,150000,12f8b7e14947c34d,2016,4,832
31248,内蒙古,150000,12f8b7e14947c34d,2016,5,1377
31251,内蒙古,150000,12f8b7e14947c34d,2016,6,906
31252,内蒙古,150000,12f8b7e14947c34d,2016,7,827
31313,内蒙古,150000,12f8b7e14947c34d,2016,8,909
31314,内蒙古,150000,12f8b7e14947c34d,2016,9,1142
31253,内蒙古,150000,12f8b7e14947c34d,2016,10,1311
31254,内蒙古,150000,12f8b7e14947c34d,2016,11,1305
31255,内蒙古,150000,12f8b7e14947c34d,2016,12,1350
31256,内蒙古,150000,12f8b7e14947c34d,2017,1,1024
31257,内蒙古,150000,12f8b7e14947c34d,2017,2,1252
31258,内蒙古,150000,12f8b7e14947c34d,2017,3,1238
31259,内蒙古,150000,12f8b7e14947c34d,2017,4,951
31260,内蒙古,150000,12f8b7e14947c34d,2017,5,1029
31261,内蒙古,150000,12f8b7e14947c34d,2017,6,975
31262,内蒙古,150000,12f8b7e14947c34d,2017,7,842
31263,内蒙古,150000,12f8b7e14947c34d,2017,8,1026
31264,内蒙古,150000,12f8b7e14947c34d,2017,9,1153
31265,内蒙古,150000,12f8b7e14947c34d,2017,10,1132
31290,内蒙古,150000,12f8b7e14947c34d,2017,11,1167
31266,内蒙古,150000,12f8b7e14947c34d,2017,12,1169
31363,内蒙古,150000,17363f08d683d52b,2016,1,2218
31364,内蒙古,150000,17363f08d683d52b,2016,2,1996
31365,内蒙古,150000,17363f08d683d52b,2016,3,1778
31417,内蒙古,150000,17363f08d683d52b,2016,4,1507
31387,内蒙古,150000,17363f08d683d52b,2016,5,1452
31366,内蒙古,150000,17363f08d683d52b,2016,6,1329
31368,内蒙古,150000,17363f08d683d52b,2016,7,1503
31370,内蒙古,150000,17363f08d683d52b,2016,8,1542
31371,内蒙古,150000,17363f08d683d52b,2016,9,2000
31372,内蒙古,150000,17363f08d683d52b,2016,10,1979
31386,内蒙古,150000,17363f08d683d52b,2016,11,1980
31373,内蒙古,150000,17363f08d683d52b,2016,12,1994
31374,内蒙古,150000,17363f08d683d52b,2017,1,1585
31375,内蒙古,150000,17363f08d683d52b,2017,2,1584
31403,内蒙古,150000,17363f08d683d52b,2017,3,1142
31376,内蒙古,150000,17363f08d683d52b,2017,4,737
31377,内蒙古,150000,17363f08d683d52b,2017,5,833
31378,内蒙古,150000,17363f08d683d52b,2017,6,776
31405,内蒙古,150000,17363f08d683d52b,2017,7,616
31379,内蒙古,150000,17363f08d683d52b,2017,8,654
31380,内蒙古,150000,17363f08d683d52b,2017,9,714
31381,内蒙古,150000,17363f08d683d52b,2017,10,610
31382,内蒙古,150000,17363f08d683d52b,2017,11,1200
31383,内蒙古,150000,17363f08d683d52b,2017,12,1424
14880,内蒙古,150000,17bc272c93f19d56,2016,1,2074
14881,内蒙古,150000,17bc272c93f19d56,2016,2,1517
14882,内蒙古,150000,17bc272c93f19d56,2016,3,1484
14883,内蒙古,150000,17bc272c93f19d56,2016,4,1155
14884,内蒙古,150000,17bc272c93f19d56,2016,5,1438
14885,内蒙古,150000,17bc272c93f19d56,2016,6,1429
14886,内蒙古,150000,17bc272c93f19d56,2016,7,1483
14887,内蒙古,150000,17bc272c93f19d56,2016,8,1699
14888,内蒙古,150000,17bc272c93f19d56,2016,9,2102
14889,内蒙古,150000,17bc272c93f19d56,2016,10,2534
14890,内蒙古,150000,17bc272c93f19d56,2016,11,2904
14891,内蒙古,150000,17bc272c93f19d56,2016,12,2822
14892,内蒙古,150000,17bc272c93f19d56,2017,1,1975
14893,内蒙古,150000,17bc272c93f19d56,2017,2,2497
14894,内蒙古,150000,17bc272c93f19d56,2017,3,2002
14895,内蒙古,150000,17bc272c93f19d56,2017,4,1105
14896,内蒙古,150000,17bc272c93f19d56,2017,5,1130
14897,内蒙古,150000,17bc272c93f19d56,2017,6,1247
14898,内蒙古,150000,17bc272c93f19d56,2017,7,1122
14899,内蒙古,150000,17bc272c93f19d56,2017,8,1216
14900,内蒙古,150000,17bc272c93f19d56,2017,9,1240
14901,内蒙古,150000,17bc272c93f19d56,2017,10,1209
14902,内蒙古,150000,17bc272c93f19d56,2017,11,1334
14903,内蒙古,150000,17bc272c93f19d56,2017,12,1397
31195,内蒙古,150000,212083a9246d2fd3,2016,1,2033
31230,内蒙古,150000,212083a9246d2fd3,2016,2,1447
31196,内蒙古,150000,212083a9246d2fd3,2016,3,1346
31197,内蒙古,150000,212083a9246d2fd3,2016,4,1200
31198,内蒙古,150000,212083a9246d2fd3,2016,5,1357
31200,内蒙古,150000,212083a9246d2fd3,2016,6,1299
31201,内蒙古,150000,212083a9246d2fd3,2016,7,1206
31202,内蒙古,150000,212083a9246d2fd3,2016,8,1254
31204,内蒙古,150000,212083a9246d2fd3,2016,9,1577
31205,内蒙古,150000,212083a9246d2fd3,2016,10,1656
31211,内蒙古,150000,212083a9246d2fd3,2016,11,1995
31206,内蒙古,150000,212083a9246d2fd3,2016,12,2081
31208,内蒙古,150000,212083a9246d2fd3,2017,1,1459
31207,内蒙古,150000,212083a9246d2fd3,2017,2,1487
31210,内蒙古,150000,212083a9246d2fd3,2017,3,1053
31209,内蒙古,150000,212083a9246d2fd3,2017,4,755
31214,内蒙古,150000,212083a9246d2fd3,2017,5,810
31270,内蒙古,150000,212083a9246d2fd3,2017,6,824
31212,内蒙古,150000,212083a9246d2fd3,2017,7,789
31213,内蒙古,150000,212083a9246d2fd3,2017,8,875
31215,内蒙古,150000,212083a9246d2fd3,2017,9,904
31218,内蒙古,150000,212083a9246d2fd3,2017,10,1036
31216,内蒙古,150000,212083a9246d2fd3,2017,11,1079
31217,内蒙古,150000,212083a9246d2fd3,2017,12,1100
15048,内蒙古,150000,28e29f2c03dcd84c,2016,1,332
15049,内蒙古,150000,28e29f2c03dcd84c,2016,2,299
15050,内蒙古,150000,28e29f2c03dcd84c,2016,3,244
15051,内蒙古,150000,28e29f2c03dcd84c,2016,4,243
15052,内蒙古,150000,28e29f2c03dcd84c,2016,5,304
15053,内蒙古,150000,28e29f2c03dcd84c,2016,6,233
15054,内蒙古,150000,28e29f2c03dcd84c,2016,7,218
15055,内蒙古,150000,28e29f2c03dcd84c,2016,8,215
15056,内蒙古,150000,28e29f2c03dcd84c,2016,9,246
15057,内蒙古,150000,28e29f2c03dcd84c,2016,10,265
15058,内蒙古,150000,28e29f2c03dcd84c,2016,11,280
15059,内蒙古,150000,28e29f2c03dcd84c,2016,12,271
15060,内蒙古,150000,28e29f2c03dcd84c,2017,1,242
15061,内蒙古,150000,28e29f2c03dcd84c,2017,2,313
15062,内蒙古,150000,28e29f2c03dcd84c,2017,3,302
15063,内蒙古,150000,28e29f2c03dcd84c,2017,4,266
15064,内蒙古,150000,28e29f2c03dcd84c,2017,5,285
15065,内蒙古,150000,28e29f2c03dcd84c,2017,6,264
15066,内蒙古,150000,28e29f2c03dcd84c,2017,7,275
15067,内蒙古,150000,28e29f2c03dcd84c,2017,8,312
15068,内蒙古,150000,28e29f2c03dcd84c,2017,9,407
15069,内蒙古,150000,28e29f2c03dcd84c,2017,10,388
15070,内蒙古,150000,28e29f2c03dcd84c,2017,11,357
15071,内蒙古,150000,28e29f2c03dcd84c,2017,12,590
14976,内蒙古,150000,2a2ab41f8f6ff1cb,2016,1,1243
14977,内蒙古,150000,2a2ab41f8f6ff1cb,2016,2,998
14978,内蒙古,150000,2a2ab41f8f6ff1cb,2016,3,939
14979,内蒙古,150000,2a2ab41f8f6ff1cb,2016,4,924
14980,内蒙古,150000,2a2ab41f8f6ff1cb,2016,5,956
14981,内蒙古,150000,2a2ab41f8f6ff1cb,2016,6,907
14982,内蒙古,150000,2a2ab41f8f6ff1cb,2016,7,838
14983,内蒙古,150000,2a2ab41f8f6ff1cb,2016,8,952
14984,内蒙古,150000,2a2ab41f8f6ff1cb,2016,9,1710
14985,内蒙古,150000,2a2ab41f8f6ff1cb,2016,10,1928
14986,内蒙古,150000,2a2ab41f8f6ff1cb,2016,11,2240
14987,内蒙古,150000,2a2ab41f8f6ff1cb,2016,12,2175
14988,内蒙古,150000,2a2ab41f8f6ff1cb,2017,1,1637
14989,内蒙古,150000,2a2ab41f8f6ff1cb,2017,2,1877
14990,内蒙古,150000,2a2ab41f8f6ff1cb,2017,3,1824
14991,内蒙古,150000,2a2ab41f8f6ff1cb,2017,4,1996
14992,内蒙古,150000,2a2ab41f8f6ff1cb,2017,5,2000
14993,内蒙古,150000,2a2ab41f8f6ff1cb,2017,6,1364
14994,内蒙古,150000,2a2ab41f8f6ff1cb,2017,7,1161
14995,内蒙古,150000,2a2ab41f8f6ff1cb,2017,8,1436
14996,内蒙古,150000,2a2ab41f8f6ff1cb,2017,9,1263
14997,内蒙古,150000,2a2ab41f8f6ff1cb,2017,10,1317
14998,内蒙古,150000,2a2ab41f8f6ff1cb,2017,11,1375
14999,内蒙古,150000,2a2ab41f8f6ff1cb,2017,12,1310
15480,内蒙古,150000,2d0d2c3403909fdb,2016,1,932
15481,内蒙古,150000,2d0d2c3403909fdb,2016,2,998
15482,内蒙古,150000,2d0d2c3403909fdb,2016,3,897
15483,内蒙古,150000,2d0d2c3403909fdb,2016,4,749
15484,内蒙古,150000,2d0d2c3403909fdb,2016,5,793
15485,内蒙古,150000,2d0d2c3403909fdb,2016,6,773
15486,内蒙古,150000,2d0d2c3403909fdb,2016,7,759
15487,内蒙古,150000,2d0d2c3403909fdb,2016,8,733
15488,内蒙古,150000,2d0d2c3403909fdb,2016,9,807
15489,内蒙古,150000,2d0d2c3403909fdb,2016,10,908
15490,内蒙古,150000,2d0d2c3403909fdb,2016,11,810
15491,内蒙古,150000,2d0d2c3403909fdb,2016,12,867
15492,内蒙古,150000,2d0d2c3403909fdb,2017,1,792
15493,内蒙古,150000,2d0d2c3403909fdb,2017,2,1003
15494,内蒙古,150000,2d0d2c3403909fdb,2017,3,592
15495,内蒙古,150000,2d0d2c3403909fdb,2017,4,506
15496,内蒙古,150000,2d0d2c3403909fdb,2017,5,565
15497,内蒙古,150000,2d0d2c3403909fdb,2017,6,567
15498,内蒙古,150000,2d0d2c3403909fdb,2017,7,586
15499,内蒙古,150000,2d0d2c3403909fdb,2017,8,716
15500,内蒙古,150000,2d0d2c3403909fdb,2017,9,605
15501,内蒙古,150000,2d0d2c3403909fdb,2017,10,576
15502,内蒙古,150000,2d0d2c3403909fdb,2017,11,795
15503,内蒙古,150000,2d0d2c3403909fdb,2017,12,648
31340,内蒙古,150000,346393c2c6305fb1,2016,1,365
31316,内蒙古,150000,346393c2c6305fb1,2016,2,222
31317,内蒙古,150000,346393c2c6305fb1,2016,3,220
31318,内蒙古,150000,346393c2c6305fb1,2016,4,163
31319,内蒙古,150000,346393c2c6305fb1,2016,5,161
31320,内蒙古,150000,346393c2c6305fb1,2016,6,128
31321,内蒙古,150000,346393c2c6305fb1,2016,7,141
31322,内蒙古,150000,346393c2c6305fb1,2016,8,159
31323,内蒙古,150000,346393c2c6305fb1,2016,9,178
31324,内蒙古,150000,346393c2c6305fb1,2016,10,189
31325,内蒙古,150000,346393c2c6305fb1,2016,11,214
31326,内蒙古,150000,346393c2c6305fb1,2016,12,201
31327,内蒙古,150000,346393c2c6305fb1,2017,1,166
31328,内蒙古,150000,346393c2c6305fb1,2017,2,170
31329,内蒙古,150000,346393c2c6305fb1,2017,3,195
31330,内蒙古,150000,346393c2c6305fb1,2017,4,168
31331,内蒙古,150000,346393c2c6305fb1,2017,5,169
31332,内蒙古,150000,346393c2c6305fb1,2017,6,186
31333,内蒙古,150000,346393c2c6305fb1,2017,7,151
